fotmob_id,nom_fotmob,volume_course,score_volume,pressing,score_pressing,recuperation,score_recuperation,distance_90_reelle,sprints_90_reels,source,relentless,styles_ea
1190208,Rares Ilie,Moyen,0.509,Moyen,0.549,,,,,estime EA,,Finesse Shot|Technical
1396784,Andre Brooks,Moyen,0.436,Moyen,0.53,,,,,estime EA,,
1541825,Adrián Liso,Moyen,0.6,Moyen,0.647,Bas,0.308,,,estime EA,,Low Driven Shot
1529161,Max Finkgrafe,Moyen,0.345,Moyen,0.494,Haut,0.954,,,estime EA,,Anticipate
1609064,Rabby Nzingoula,Haut,0.691,Moyen,0.581,,,,,estime EA,,
1178641,Jiri Letacek,Bas,-0.018,Bas,0.013,,,,,estime EA,,
402975,Jean-Paul Boëtius,Moyen,0.6,Moyen,0.576,,,,,estime EA,,Finesse Shot
282114,Lukas Zima,Bas,-0.109,Bas,-0.013,,,,,estime EA,,Cross Claimer
510399,Kristoffer Peterson,Moyen,0.564,Moyen,0.622,Bas,0.228,,,estime EA,,Rapid
502421,Sam Gallagher,Moyen,0.582,Moyen,0.406,,,,,estime EA,,
465719,Adrien Monfray,Moyen,0.582,Moyen,0.426,,,,,estime EA,,Aerial Fortress|Intercept|Long Ball Pass
764841,Houboulang Mendes,Moyen,0.491,Moyen,0.542,,,,,estime EA,,Block
823113,Sandro Kulenovic,Haut,0.75,Haut,0.787,Bas,0.267,,,estime EA,oui,Bruiser|Relentless
955366,Jonathan Panzo,Moyen,0.473,Moyen,0.453,Moyen,0.427,,,estime EA,,
1169322,Alban Ajdini,Moyen,0.636,Moyen,0.621,,,,,estime EA,,Power Shot|Technical
1193815,Julian Niehues,Moyen,0.582,Moyen,0.406,Moyen,0.536,,,estime EA,,Precision Header
1200941,Abderrahman Rebbach,Moyen,0.418,Moyen,0.462,Haut,0.886,,,estime EA,,
1518436,Djibril Soumaré,Haut,0.691,Moyen,0.459,,,,,estime EA,,Aerial Fortress|Bruiser
26427,Régis Gurtner,Bas,-0.036,Bas,-0.025,,,,,estime EA,,Footwork|Long Ball Pass
504085,Callum Robinson,Moyen,0.545,Moyen,0.594,,,,,estime EA,,
824642,Pedro Ferreira,Haut,0.745,Moyen,0.552,Haut,0.924,,,estime EA,,
1460862,Lamine Fanne,Moyen,0.509,Moyen,0.56,,,,,estime EA,,
1072056,Tommaso Barbieri,Moyen,0.636,Haut,0.661,Moyen,0.58,,,estime EA,,
419774,Sven Michel,Moyen,0.509,Moyen,0.57,,,,,estime EA,,Gamechanger
1083890,Neraysho Kasanwirjo,Haut,0.691,Moyen,0.642,Moyen,0.632,,,estime EA,,Slide Tackle
1412933,Maurice Krattenmacher,Haut,0.673,Moyen,0.656,,,,,estime EA,,Inventive|Technical
1289942,Samuele Angori,Moyen,0.6,Moyen,0.535,Moyen,0.364,,,estime EA,,Dead Ball|Whipped Pass
1118178,Juan,Moyen,0.509,Moyen,0.651,Bas,0.163,,,estime EA,,
512013,Christian Walton,Bas,-0.182,Bas,-0.103,,,,,estime EA,,Cross Claimer|Footwork
731338,Robert Gumny,Moyen,0.636,Moyen,0.631,,,,,estime EA,,
904710,Delano Burgzorg,Moyen,0.6,Moyen,0.626,,,,,estime EA,,Trickster
1083717,Jessic Ngankam,Moyen,0.545,Moyen,0.625,,,,,estime EA,,Acrobatic|Rapid
1181101,Tyrhys Dolan,Moyen,0.509,Moyen,0.651,Haut,0.698,,,estime EA,,Trickster
1662379,Pablo García,Haut,0.914,Haut,0.852,Haut,0.829,,,estime EA,oui,Relentless
1100266,Pablo Rodríguez,Moyen,0.6,Moyen,0.637,Haut,0.707,,,estime EA,,Precision Header
1395694,Kellen Fisher,Moyen,0.636,Moyen,0.6,,,,,estime EA,,
1019589,Amine Boutrah,Haut,0.709,Haut,0.782,,,,,estime EA,,Finesse Shot|Low Driven Shot|Quick Step|Rapid
209503,André Geraldes,Moyen,0.545,Moyen,0.503,Bas,0.063,,,estime EA,,
539939,James Bree,Moyen,0.4,Moyen,0.435,,,,,estime EA,,
555654,Tolcay Cigerci,Haut,0.782,Moyen,0.648,,,,,estime EA,,Inventive|Press Proven
953080,Julian Krahl,Bas,-0.382,Bas,-0.285,,,,,estime EA,,Footwork
1154332,Mateusz Kochalski,Bas,0.027,Bas,0.028,Bas,0.087,5100,0.0,mesure FotMob,,Rush Out
1206523,Julian Hettwer,Moyen,0.6,Haut,0.769,,,,,estime EA,,Quick Step|Rapid
1281111,Robert Wagner,Haut,0.691,Moyen,0.571,,,,,estime EA,,
1368049,Lasse Rosenboom,Moyen,0.582,Moyen,0.487,,,,,estime EA,,
1559202,Zakaria Ariss,Moyen,0.564,Moyen,0.612,,,,,estime EA,,
521964,Gabriele Moncini,Moyen,0.6,Haut,0.667,,,,,estime EA,,Aerial Fortress
459010,Luca Schnellbacher,Haut,0.782,Haut,0.77,,,,,estime EA,,Quick Step|Rapid
880618,Théo Sainte-Luce,Moyen,0.6,Moyen,0.555,,,,,estime EA,,
936618,Moritz Broschinski,Haut,0.727,Moyen,0.637,,,,,estime EA,,
1026065,Matt Freese,Bas,-0.4,Bas,-0.292,,,,,estime EA,,Far Throw|Rush Out
1178330,Simon Elisor,Moyen,0.582,Moyen,0.578,Bas,0.027,,,estime EA,,
1203946,Iván Azon,Moyen,0.618,Moyen,0.583,,,,,estime EA,,Precision Header|Press Proven
1276934,Marius Broholm,Haut,0.745,Haut,0.685,Haut,0.82,,,estime EA,,
1098243,Yanis Zouaoui,Moyen,0.6,Moyen,0.515,Moyen,0.646,,,estime EA,,
163919,Pedro Obiang,Bas,0.182,Bas,0.154,,,,,estime EA,,Bruiser
210389,Maxime Colin,Moyen,0.582,Moyen,0.497,Moyen,0.455,,,estime EA,,
532738,Maximilian Philipp,Bas,0.236,Moyen,0.41,,,,,estime EA,,Acrobatic
791915,Umut Bozok,Moyen,0.509,Moyen,0.519,Bas,0.193,,,estime EA,,
1070808,Karol Struski,Moyen,0.655,Moyen,0.526,Moyen,0.456,,,estime EA,,
1101030,Kai Trewin,Haut,0.909,Moyen,0.608,,,,,estime EA,,Aerial Fortress|Block|Intercept|Jockey|Long Ball Pass|Precision Header|Slide Tackle
1113816,Jay Stansfield,Haut,0.691,Moyen,0.653,,,,,estime EA,,Gamechanger
967093,Youssef El Kachati,Moyen,0.491,Haut,0.715,Bas,0.321,,,estime EA,,
560410,Jan Elvedi,Haut,0.764,Moyen,0.641,,,,,estime EA,,Aerial Fortress
675023,Danel Sinani,Moyen,0.364,Moyen,0.42,Bas,0.292,,,estime EA,,
1185782,Viljami Sinisalo,Bas,-0.236,Bas,-0.206,,,,,estime EA,,Footwork
1515977,Ilyas Ansah,Moyen,0.618,Haut,0.674,Bas,0.274,,,estime EA,,Technical
289253,João Costa,Bas,-0.309,Bas,-0.347,,,,,estime EA,,
798661,Anfernee Dijksteel,Moyen,0.509,Moyen,0.56,Moyen,0.588,,,estime EA,,
463591,Marko Jevtovic,Moyen,0.473,Bas,0.209,Moyen,0.608,,,estime EA,,Aerial Fortress|Intercept|Precision Header
1215735,Luis Vázquez,Moyen,0.6,Moyen,0.545,Bas,0.085,,,estime EA,,
844473,Umut Günes,Moyen,0.545,Moyen,0.381,Bas,0.247,,,estime EA,,Long Ball Pass
1186010,Ivan Brnic,Bas,0.309,Moyen,0.52,Bas,0.243,,,estime EA,,
1308909,Cristian Volpato,Moyen,0.473,Moyen,0.484,Moyen,0.506,,,estime EA,,Incisive Pass
1167610,Sayfallah Ltaief,Moyen,0.618,Haut,0.685,Moyen,0.587,,,estime EA,,Rapid
823626,Simone Ghidotti,Bas,-0.273,Bas,-0.16,,,,,estime EA,,Footwork
909433,Carlo Sickinger,Moyen,0.564,Moyen,0.47,,,,,estime EA,,Aerial Fortress|Anticipate|Intercept|Long Ball Pass
1093297,Álex Millán,Moyen,0.345,Moyen,0.453,,,,,estime EA,,
1269404,Taichi Fukui,Moyen,0.436,Moyen,0.561,Haut,0.772,,,estime EA,,
1080508,Rodrigo Pinheiro,Moyen,0.564,Moyen,0.622,Moyen,0.614,,,estime EA,,
313825,Bård Finne,Haut,0.709,Haut,0.69,,,,,estime EA,,
686112,Fabian Schleusener,Moyen,0.618,Moyen,0.603,,,,,estime EA,,
539198,Karlo Letica,Bas,-0.4,Bas,-0.262,Bas,0.324,,,estime EA,,Cross Claimer|Far Throw|Footwork
1079220,Joao Goncalves,Bas,-0.291,Bas,-0.238,Bas,0.116,,,estime EA,,Footwork
1209260,Max Bruns,Moyen,0.491,Moyen,0.44,Haut,0.69,,,estime EA,,Block
1199713,Marcel Beifus,Moyen,0.436,Moyen,0.408,,,,,estime EA,,Anticipate|Long Ball Pass
1292354,Théo Le Bris,Moyen,0.564,Moyen,0.48,Bas,0.272,,,estime EA,,
1302666,Derry Scherhant,Moyen,0.491,Moyen,0.583,Moyen,0.507,,,estime EA,,Gamechanger|Technical
1494913,Robert,Haut,0.687,Haut,0.981,,,10925,19.0,mesure FotMob,,Press Proven
608535,Jerry Yates,Haut,0.727,Moyen,0.647,,,,,estime EA,,
612212,Assane Dioussé,Moyen,0.545,Moyen,0.462,,,,,estime EA,,
620543,Maryan Shved,Moyen,0.4,Moyen,0.506,,,,,estime EA,,Technical
1050160,Sontje Hansen,Moyen,0.473,Haut,0.667,,,,,estime EA,,Rapid
464251,Mahir Emreli,Moyen,0.6,Moyen,0.606,,,,,estime EA,,Finesse Shot
1201760,Marvin Senaya,Moyen,0.582,Moyen,0.538,Haut,0.883,,,estime EA,,
1283034,Loum Tchaouna,Bas,0.255,Moyen,0.417,Bas,0.126,,,estime EA,,
1514456,Pathé Mboup,Haut,0.764,Haut,0.814,Haut,0.945,,,estime EA,,Finesse Shot|Quick Step|Rapid
988074,Yuki Ohashi,Moyen,0.636,Moyen,0.539,,,,,estime EA,,Chip Shot|Finesse Shot
1336731,Tjark Ernst,Bas,-0.273,Bas,-0.201,,,,,estime EA,,
1325525,Dinis Pinto,Moyen,0.382,Moyen,0.519,Moyen,0.611,,,estime EA,,
1668089,Marvin Young,Moyen,0.545,Moyen,0.523,Haut,0.778,,,estime EA,,
193224,Sergi Enrich,Moyen,0.618,Moyen,0.359,,,,,estime EA,,
1077665,Lucas Soares,Moyen,0.564,Moyen,0.632,Moyen,0.478,,,estime EA,,
1100248,Ruslan Neshcheret,Bas,-0.255,Bas,-0.214,Haut,0.662,,,estime EA,,
1188247,Jacob Trenskow,Moyen,0.545,Moyen,0.503,Bas,0.133,,,estime EA,,
1201408,Julián Malatini,Moyen,0.582,Moyen,0.517,Haut,0.842,,,estime EA,,Intercept
634142,Vinko Sapina,Haut,0.968,Moyen,0.62,,,,,estime EA,oui,Bruiser|Incisive Pass|Relentless|Slide Tackle
603529,Semih Güler,Moyen,0.618,Moyen,0.552,Moyen,0.622,,,estime EA,,Block|Bruiser|Long Ball Pass
1524716,Tyler Bindon,Moyen,0.455,Moyen,0.355,,,,,estime EA,,
759823,Ike Ugbo,Moyen,0.382,Moyen,0.488,,,,,estime EA,,
967085,Roberto Lopez,Haut,0.727,Moyen,0.393,,,,,estime EA,,Gamechanger|Incisive Pass|Inventive
644738,Vakoun Issouf Bayo,Moyen,0.455,Moyen,0.548,Bas,0.11,,,estime EA,,Precision Header
1186446,Nik Prelec,Moyen,0.4,Moyen,0.384,,,,,estime EA,,
960491,Mileta Rajovic,Moyen,0.509,Moyen,0.58,,,,,estime EA,,
1375810,Terry Yegbe,Moyen,0.509,Moyen,0.59,Bas,0.063,,,estime EA,,
267361,Charles,Bas,-0.182,Bas,-0.195,Bas,0.259,,,estime EA,,
765158,Alimami Gory,Moyen,0.455,Moyen,0.65,Moyen,0.426,,,estime EA,,Quick Step
841150,Rhian Brewster,Moyen,0.436,Moyen,0.571,,,,,estime EA,,
1077977,Giacomo Quagliata,Haut,0.745,Haut,0.766,,,,,estime EA,,Quick Step|Whipped Pass
1160496,Michael Ameyaw,Moyen,0.636,Haut,0.692,Haut,0.802,,,estime EA,,Gamechanger|Rapid
560990,Marco Komenda,Moyen,0.455,Moyen,0.497,,,,,estime EA,,Jockey|Slide Tackle
1071178,Immanuel Pherai,Moyen,0.382,Moyen,0.539,,,,,estime EA,,First Touch|Incisive Pass|Inventive|Technical
891747,Daniel Hanslik,Haut,0.836,Moyen,0.66,,,,,estime EA,,
940015,Tom Zimmerschied,Haut,0.727,Moyen,0.627,,,,,estime EA,,Technical
1284944,André Luiz,Moyen,0.618,Haut,0.705,Moyen,0.53,,,estime EA,,
787484,Phillip Menzel,Bas,-0.182,Bas,-0.276,,,,,estime EA,,Far Throw|Footwork|Long Ball Pass
982624,Jeremy Ngakia,Moyen,0.491,Moyen,0.542,,,,,estime EA,,
716443,Diego Fernández,Moyen,0.527,Moyen,0.485,,,,,estime EA,,
1270001,Lewin Blum,Moyen,0.618,Moyen,0.603,,,,,estime EA,,Long Throw
1392225,Nariman Akhundzada,Moyen,0.436,Moyen,0.561,,,,,estime EA,,
584825,Ryan Hardie,Moyen,0.6,Moyen,0.647,,,,,estime EA,,
709734,Mitchell van Bergen,Haut,0.8,Haut,0.859,Bas,0.042,,,estime EA,,Quick Step|Rapid
874617,Aaron Connolly,Moyen,0.491,Moyen,0.573,,,,,estime EA,,
864304,Orest Lebedenko,Moyen,0.655,Moyen,0.608,,,,,estime EA,,
1292334,Nordine Kandil,Haut,0.8,Moyen,0.656,,,,,estime EA,,Finesse Shot
1285532,Vasco Sousa,Moyen,0.509,Moyen,0.539,Haut,0.983,,,estime EA,,
1353490,Munashe Garananga,Moyen,0.455,Moyen,0.426,,,,,estime EA,,
600513,Silvère Ganvoula,Moyen,0.4,Moyen,0.516,,,,,estime EA,,Enforcer|Precision Header
749500,Marco Meyerhofer,Moyen,0.6,Moyen,0.545,,,,,estime EA,,
981120,Kaique Rocha,Moyen,0.436,Moyen,0.388,Bas,0.216,,,estime EA,,
1070331,Calegari,Haut,0.691,Haut,0.693,Moyen,0.606,,,estime EA,,
1211610,Augustine Boakye,Moyen,0.582,Haut,0.69,,,,,estime EA,,
210971,Oliver Norwood,Moyen,0.655,Bas,0.211,,,,,estime EA,,Aerial Fortress|Anticipate|Long Ball Pass|Slide Tackle
313981,Andreas Cornelius,Moyen,0.509,Moyen,0.427,,,,,estime EA,,Enforcer|Precision Header
523731,Shogo Taniguchi,Haut,0.691,Moyen,0.358,,,,,estime EA,,Long Ball Pass
1187392,Tiago Morais,Moyen,0.6,Moyen,0.647,Moyen,0.404,,,estime EA,,
1233418,Jorne Spileers,Moyen,0.6,Moyen,0.525,,,,,estime EA,,Long Ball Pass
1364042,Lewis Koumas,Moyen,0.436,Moyen,0.591,,,,,estime EA,,
575731,Jacopo Petriccione,Moyen,0.455,Moyen,0.334,,,,,estime EA,,Incisive Pass
1217043,Unai Marrero,Bas,-0.291,Bas,-0.259,Moyen,0.49,,,estime EA,,
1433034,Óscar Perea,Bas,0.309,Moyen,0.571,Moyen,0.502,,,estime EA,,Quick Step
128949,Michael Boxall,Moyen,0.491,Bas,0.196,,,,,estime EA,,
309505,Amin Younes,Bas,0.273,Moyen,0.455,,,,,estime EA,,Finesse Shot|Inventive|Technical
884276,Moritz-Broni Kwarteng,Moyen,0.473,Moyen,0.525,,,,,estime EA,,Acrobatic|Technical|Trickster
949483,Makhtar Gueye,Moyen,0.564,Moyen,0.337,,,,,estime EA,,Enforcer|Precision Header
921919,Sebastian Tounekti,Moyen,0.636,Moyen,0.651,Bas,0.219,,,estime EA,,
1243571,Andreas Hountondji,Moyen,0.527,Moyen,0.547,Bas,0.013,,,estime EA,,
1270002,Luca Jaquez,Moyen,0.345,Moyen,0.342,Moyen,0.464,,,estime EA,,
1439831,Mihailo Ivanovic,Moyen,0.473,Moyen,0.494,,,,,estime EA,,Precision Header
361747,Lucas João,Bas,0.109,Bas,0.288,,,,,estime EA,,Technical
415000,Francesco Galuppini,Moyen,0.545,Moyen,0.523,,,,,estime EA,,Aerial Fortress|Finesse Shot|Incisive Pass
1419287,Joshua Quarshie,Moyen,0.455,Moyen,0.416,,,,,estime EA,,Long Throw
512723,Théo Pellenard,Moyen,0.509,Bas,0.316,,,,,estime EA,,
657054,Joshua Mees,Moyen,0.418,Moyen,0.513,,,,,estime EA,,Finesse Shot|Precision Header
844937,Josh Bowler,Moyen,0.473,Moyen,0.576,,,,,estime EA,,Technical
150869,Timothée Kolodziejczak,Moyen,0.382,Bas,0.305,Bas,0.279,,,estime EA,,Long Ball Pass|Precision Header
616917,Nicolai Rapp,Moyen,0.6,Moyen,0.393,,,,,estime EA,,Aerial Fortress
1134292,Assad Al Hamlawi,Moyen,0.545,Moyen,0.493,,,,,estime EA,,
889153,German Onugkha,Moyen,0.473,Moyen,0.443,Bas,0.033,,,estime EA,,Enforcer
1315475,Roony Bardghji,Moyen,0.4,Moyen,0.516,Bas,0.129,,,estime EA,,Gamechanger|Technical|Trickster
1185750,Jakob Golz,Bas,-0.418,Bas,-0.381,,,,,estime EA,,Far Throw|Footwork
303935,Juanto Ortuno,Moyen,0.564,Moyen,0.52,,,,,estime EA,,
661929,Raphael Odogwu,Moyen,0.455,Moyen,0.416,,,,,estime EA,,Aerial Fortress|Precision Header
1436942,Lucas Høgsberg,Moyen,0.491,Moyen,0.451,Bas,0.282,,,estime EA,,
1275291,Phil Harres,Moyen,0.364,Moyen,0.481,,,,,estime EA,,
645697,Ivan Prtajin,Moyen,0.491,Moyen,0.451,,,,,estime EA,,Acrobatic|Precision Header
675095,Mario Gonzalez,Bas,0.273,Moyen,0.343,,,,,estime EA,,Finesse Shot|Technical
1277587,Tomasz Pienko,Haut,0.727,Haut,0.749,,,,,estime EA,,Technical
1321603,Estanis Pedrola,Bas,0.055,Moyen,0.368,,,,,estime EA,,Trickster
1648518,Gonzalo Petit,Moyen,0.509,Moyen,0.438,,,,,estime EA,,
1072817,Dominik Kother,Haut,0.745,Haut,0.766,,,,,estime EA,,Low Driven Shot|Quick Step|Rapid
1075463,Maksym Talovierov,Moyen,0.509,Moyen,0.397,,,,,estime EA,,Long Ball Pass|Slide Tackle
719946,Riccardo Marchizza,Moyen,0.473,Bas,0.301,,,,,estime EA,,
813429,Kaj Sierhuis,Moyen,0.345,Bas,0.189,Bas,0.123,,,estime EA,,
1217644,John Donald,Bas,0.309,Bas,0.225,Haut,0.808,,,estime EA,,
1334552,Nicolò Tresoldi,Moyen,0.632,Haut,0.688,Bas,0.057,10808,12.4,mesure FotMob,,Acrobatic|Precision Header
863822,Joel Latibeaudiere,Moyen,0.564,Moyen,0.358,,,,,estime EA,,
1201713,Tim Breithaupt,Moyen,0.564,Bas,0.276,,,,,estime EA,,
1079501,Cas Odenthal,Moyen,0.509,Moyen,0.336,,,,,estime EA,,Bruiser
1559639,Ayden Heaven,Moyen,0.382,Moyen,0.448,Moyen,0.531,,,estime EA,,
199276,Michael Smith,Moyen,0.473,Bas,0.311,,,,,estime EA,,Aerial Fortress|Enforcer|Precision Header
750026,Dylan Vente,Moyen,0.545,Moyen,0.523,Bas,0.02,,,estime EA,,Finesse Shot
447488,Alex Ferrari,Moyen,0.655,Moyen,0.455,,,,,estime EA,,
798603,Ben Wilmot,Moyen,0.564,Moyen,0.358,,,,,estime EA,,Intercept|Long Ball Pass
769167,Enzo Ebosse,Moyen,0.473,Moyen,0.342,Bas,0.044,,,estime EA,,
958401,Alessandro Vogliacco,Moyen,0.418,Moyen,0.371,,,,,estime EA,,
1028586,Davide Merola,Bas,0.236,Moyen,0.379,,,,,estime EA,,
1289171,Gábor Szalai,Moyen,0.509,Moyen,0.346,Moyen,0.442,,,estime EA,,
793048,Manuel De Luca,Moyen,0.6,Moyen,0.372,,,,,estime EA,,Press Proven
790725,Marco Curto,Haut,0.691,Moyen,0.48,,,,,estime EA,,Block
1432421,Antoine Joujou,Bas,0.236,Moyen,0.359,Haut,0.914,,,estime EA,,
926447,Paul Jaeckel,Bas,0.236,Moyen,0.359,,,,,estime EA,,
765563,Scott Wharton,Moyen,0.509,Moyen,0.356,,,,,estime EA,,
1218243,Adilson Malanda,Haut,0.691,Moyen,0.47,,,,,estime EA,,Block
884262,Oier Luengo,Moyen,0.655,Moyen,0.404,,,,,estime EA,,
1235431,Kévin Keben,Moyen,0.4,Moyen,0.424,,,,,estime EA,,
1367915,Tobias Slotsager,Moyen,0.364,Moyen,0.43,Moyen,0.582,,,estime EA,,Block
639782,Iván Márquez,Moyen,0.436,Bas,0.164,Bas,0.206,,,estime EA,,Block|Slide Tackle
1282298,Linus Gechter,Moyen,0.455,Moyen,0.365,,,,,estime EA,,
1418073,Samuel Amo-Ameyaw,Bas,0.327,Moyen,0.517,Moyen,0.477,,,estime EA,,
41879,Andrea Masiello,Bas,0.255,Bas,0.041,,,,,estime EA,,Intercept|Long Ball Pass
872974,Lewis Gibson,Moyen,0.436,Bas,0.317,,,,,estime EA,,Long Ball Pass
920436,Philipp Strompf,Haut,0.745,Moyen,0.481,,,,,estime EA,,Long Ball Pass
251855,Badavi Hüseynov,Moyen,0.382,Moyen,0.356,,,,,estime EA,,Long Ball Pass
1359465,Luka Kulenovic,Moyen,0.455,Moyen,0.334,Bas,0.263,,,estime EA,,Enforcer
541825,Lubomír Satka,Moyen,0.382,Moyen,0.387,Bas,0.269,,,estime EA,,
1350681,Dylan Nandín,Moyen,0.364,Moyen,0.39,Bas,0.166,,,estime EA,,
860890,José Canale,Moyen,0.382,Moyen,0.437,,,,,estime EA,,Slide Tackle
1279557,Clemens Riedel,Bas,0.327,Bas,0.283,Moyen,0.498,,,estime EA,,Slide Tackle
1050190,Marco Ruggero,Moyen,0.473,Moyen,0.342,,,,,estime EA,,
280865,Michael Ihiekwe,Moyen,0.545,Moyen,0.33,,,,,estime EA,,Precision Header
492129,Malik Tchokounté,Moyen,0.6,Bas,0.189,,,,,estime EA,,Precision Header|Press Proven
863856,Lucas Perrin,Moyen,0.636,Bas,0.285,,,,,estime EA,,Anticipate
725655,Nikola Katic,Moyen,0.527,Bas,0.252,Haut,0.815,,,estime EA,,Aerial Fortress|Anticipate|Precision Header|Slide Tackle
951498,Felix Bacher,Moyen,0.636,Moyen,0.499,Moyen,0.64,,,estime EA,,Long Ball Pass
867796,Marco Bellich,Moyen,0.436,Bas,0.286,,,,,estime EA,,
447418,Lloyd Jones,Moyen,0.6,Moyen,0.362,,,,,estime EA,,Aerial Fortress|Block
1362306,Bernardo Schappo,Moyen,0.636,Moyen,0.377,Haut,0.817,,,estime EA,,
491810,Jack Whatmough,Moyen,0.582,Bas,0.304,,,,,estime EA,,Anticipate|Long Throw
980672,Leo Greiml,Moyen,0.418,Bas,0.198,Haut,0.826,,,estime EA,,Aerial Fortress|Slide Tackle
687106,Fatih Kurucuk,Moyen,0.455,Bas,0.324,,,,,estime EA,,Slide Tackle
178758,Bram Nuytinck,Moyen,0.364,Bas,0.125,,,,,estime EA,,Block|Precision Header
594886,Florian Le Joncour,Moyen,0.527,Bas,0.241,,,,,estime EA,,
1187370,Cristian Devenish,Moyen,0.4,Bas,0.221,Bas,0.283,,,estime EA,,Bruiser
568911,João Afonso,Bas,0.327,Bas,0.172,Haut,0.803,,,estime EA,,Precision Header
1057949,Nikola Stevanovic,Haut,0.782,Moyen,0.445,,,,,estime EA,,
1187644,Kévin Boma,Moyen,0.455,Bas,0.172,Moyen,0.465,,,estime EA,,
793507,Aleksandar Radovanovic,Moyen,0.509,Bas,0.254,,,,,estime EA,,Block|Intercept
1609209,Giovanni Leoni,Moyen,0.455,Bas,0.294,,,,,estime EA,,
1507697,Saba Goglichidze,Moyen,0.473,Moyen,0.352,,,,,estime EA,,Anticipate|Block|Intercept
723574,Dimitrios Nikolaou,Moyen,0.527,Bas,0.191,,,,,estime EA,,Long Ball Pass
784175,Luka Lochoshvili,Moyen,0.509,Bas,0.204,,,,,estime EA,,Block|Slide Tackle
938564,Miguel Rubio,Bas,-0.145,Bas,-0.089,,,,,estime EA,,Anticipate|Intercept|Precision Header
244355,Luis Rocha,Bas,0.182,Bas,-0.009,Bas,0.155,,,estime EA,,
498532,Pelly-Ruddock Mpanzu,Haut,0.8,Haut,0.696,,,,,estime EA,,Press Proven
1056689,Harvey Knibbs,Haut,1,Haut,0.845,,,,,estime EA,oui,Aerial Fortress|Intercept|Inventive|Relentless
668793,Svante Ingelsson,Haut,0.891,Haut,0.692,,,,,estime EA,,Long Throw
1165232,Giuseppe Aurelio,Moyen,0.618,Haut,0.674,,,,,estime EA,,Rapid
552040,Marko Rog,Moyen,0.364,Moyen,0.522,,,,,estime EA,,Technical
942834,Ibrahim Bayesh,Haut,0.764,Haut,0.692,,,,,estime EA,,
303187,Ömer Ali Sahiner,Haut,0.709,Moyen,0.65,Bas,0.105,,,estime EA,,
354785,Luke Leahy,Haut,0.8,Moyen,0.615,,,,,estime EA,,Dead Ball|Intercept|Long Ball Pass|Long Throw|Whipped Pass
983199,Tino Anjorin,Moyen,0.491,Moyen,0.532,,,,,estime EA,,
1066264,Abu Francis,Moyen,0.473,Moyen,0.515,Haut,0.966,,,estime EA,,Aerial Fortress|Pinged Pass|Power Shot|Technical
426180,Jamie Allen,Haut,0.986,Haut,0.851,,,,,estime EA,oui,Relentless
846686,Demetri Mitchell,Moyen,0.618,Haut,0.735,,,,,estime EA,,Quick Step|Technical
1227376,Youssouf Diarra,Haut,0.745,Haut,0.725,,,,,estime EA,,Precision Header
620124,Lynden Gooch,Moyen,0.6,Moyen,0.637,,,,,estime EA,,
754621,Mael Corboz,Haut,0.986,Haut,0.851,,,,,estime EA,oui,Pinged Pass|Relentless|Technical
1087658,Tochi Chukwuani,Haut,0.764,Moyen,0.59,,,,,estime EA,,Aerial Fortress
1093025,Sotiris Alexandropoulos,Moyen,0.655,Moyen,0.628,,,,,estime EA,,
1520422,Chris-Kevin Nadje,Moyen,0.527,Moyen,0.587,,,,,estime EA,,
561204,Dylan Louiserre,Haut,0.927,Haut,0.717,,,,,estime EA,,Long Ball Pass
1230595,Malik Sellouki,Moyen,0.473,Moyen,0.515,,,,,estime EA,,
746408,David Kasumu,Haut,0.818,Haut,0.724,,,,,estime EA,,
1662406,Moussa Baradji,Moyen,0.6,Moyen,0.515,,,,,estime EA,,
58484,Dávid Gróf,Bas,0.036,Bas,0.248,Bas,0.043,,,estime EA,,Far Throw
317713,Onur Bulut,Moyen,0.491,Moyen,0.552,Moyen,0.339,,,estime EA,,Whipped Pass
438115,Callum O'Dowda,Moyen,0.618,Haut,0.664,Moyen,0.541,,,estime EA,,
445226,Jean-Philippe Gbamin,Bas,0.291,Moyen,0.371,Haut,0.842,,,estime EA,,
586199,Erwin Koffi,Haut,1,Haut,0.971,,,,,estime EA,oui,Relentless|Whipped Pass
929613,Kevin Sessa,Moyen,0.6,Haut,0.687,,,,,estime EA,,Technical
888904,Bendegúz Bolla,Haut,0.709,Haut,0.68,,,,,estime EA,,
1514591,Rafael Lubach,Moyen,0.527,Moyen,0.577,,,,,estime EA,,
414232,Ridgeciano Haps,Moyen,0.527,Moyen,0.577,,,,,estime EA,,
660148,Dzenis Burnic,Haut,0.673,Moyen,0.625,,,,,estime EA,,
698500,Bailey Peacock-Farrell,Bas,0.0,Bas,0.203,,,,,estime EA,,Cross Claimer|Footwork
964579,Kevin Appin,Moyen,0.636,Moyen,0.58,,,,,estime EA,,
1077926,Ethan Galbraith,Haut,0.8,Haut,0.676,,,,,estime EA,,
1132117,Kacper Chodyna,Moyen,0.564,Haut,0.673,,,,,estime EA,,
1359536,Ali Ahmed,Moyen,0.636,Moyen,0.641,,,,,estime EA,,
1463266,Louis Oppie,Haut,0.873,Moyen,0.654,Bas,0.313,,,estime EA,,Dead Ball|Power Shot|Whipped Pass
1078707,Emanuele Adamo,Moyen,0.618,Moyen,0.634,,,,,estime EA,,
