fotmob_id,nom,club,poste,age,pays,numero,ovr_carte,minutes_saison,_note
715346,Antonio,CD Sant Jordi,Defenseur central,,,,,90,plusieurs candidats
861973,Antonio Ivancic,Zrinjski Mostar,Milieu defensif,30,CRO,20,,311,
843786,Antonio Montoro,Pontevedra,Defenseur central,,,,,90,"nom seul, non confirme"
571778,Antonio Moreno,Real Murcia,Milieu defensif,,,,,90,plusieurs candidats
715951,Antonio Moreno,CD Yuncos,Defenseur central,,,,,90,plusieurs candidats
716318,Antonio Márquez,CD Azuaga,Ailier,,,,,90,plusieurs candidats
716389,Antonio Salvatierra,UD Maracena,Defenseur central,,,,,90,plusieurs candidats
234520,Antonio Vera,CD Azuaga,Ailier,,,,,90,plusieurs candidats
1455593,Antonio Verinac,Lübeck,Buteur,,,,,90,
980236,Antonis Aidonis,Sonnenhof Großaspach,Defenseur central,,,,,90,
805256,Antonín Rusek,Sigma Olomouc,Milieu offensif,26,CZE,14,,319,
499103,Antxón Jaso,Real Murcia,Defenseur central,,,,,55,
242888,Anzo Lesage,Croix,Lateral,,,,,90,
1125710,Arb Manaj,Drita,Buteur,,,,,388,
762440,Arbin Zejnullai,KF Shkendija,Milieu offensif,,,,,443,
704203,Arbnor Nuraj,Sonnenhof Großaspach,Defenseur central,,,,,90,
1702104,Archie Harris,Eastleigh,Lateral,,,,,90,plusieurs candidats
231821,Aridane Hernández,Almeria,Buteur,36,EQG,15,,180,plusieurs candidats
715598,Aritz Acarregui,UD Samano,Defenseur central,,,,,90,
712727,Armand Vallés,Sant Andreu,Buteur,,,,,59,"nom seul, non confirme"
1312274,Armandas Kucys,NK Celje,Buteur,23,LTU,47,,242,
822388,Armando Corbalan,Torrent CF,Milieu relayeur,,,,,90,
640602,Armando Ortiz,La Union CF,Milieu relayeur,,,,,59,plusieurs candidats
1323995,Arnau Gaixas,Eldense,Defenseur central,,,,,176,
724887,Arnaud Braillon,St Cyr Collonges au Mont d'Or,Milieu relayeur,,,,,86,
1070783,Arnór Jónsson,Breidablik,Milieu defensif,23,ISL,6,,332,plusieurs candidats
474133,Aron Bjarnason,Breidablik,Ailier,30,ISL,11,,145,"nom seul, non confirme"
1281972,Artemijus Tutyskinas,NK Celje,Lateral,22,LTU,6,,629,
245811,Arthur Bonaldo,Sabadell,Defenseur central,,,,,90,
1286002,Arthur Ekalle,RSV Eintracht 1949,Defenseur central,,,,,90,
1526207,Arthur Lallias,Orléans,Milieu offensif,,,,,158,
1073482,Arthur Lyska,Sandhausen,Gardien,,,,,90,
1668213,Arthur Mazuy,Bourg en Bresse Peronnas,Gardien,,,,,90,
1400535,Arttu Lötjönen,KuPS,Defenseur central,,,,,180,
1065982,Artur Dolznikov,Sigma Olomouc,Ailier,25,LTU,77,,108,
1524346,As Ibrahima Diakite,Bahlinger SC,Buteur,,,,,66,plusieurs candidats
973249,Ashley Jackson,Gainsborough,Lateral,,,,,87,plusieurs candidats
1123532,Ashley Moke Njedi,Hauts Lyonnais,Ailier,,,,,126,
767038,Ashley Nadesan,Sutton United,Buteur,31,ENG,10,,66,
1644323,Asier Grande,La Union CF,Lateral,,,,,45,"nom seul, non confirme"
1527119,Asier Ortiz de Guinea,Atletic Lleida,Milieu offensif,,,,,90,plusieurs candidats
1327413,Assane Dione,Farense,Ailier,,,,,90,
1011439,Assane Toure,Raon L Etape,Buteur,,,,,90,plusieurs candidats
1688282,Axel Bejarano,Atletico Baleares,Buteur,,,,,68,
1869693,Axel Espinola,Navalcarnero,Defenseur central,,,,,120,plusieurs candidats
724508,Axel Gentner,ASC Biesheim,Gardien,,,,,90,
681764,Axel Vindex,Merignac,Lateral,,,,,90,
703590,Ayman Ed-Daoudi,FV Engers,Ailier,,,,,62,
635128,Aymane Nassiri,Istres,Ailier,,,,,180,"nom seul, non confirme"
1114137,Aymen Boutoutaou,Sochaux,Milieu offensif,,,,,156,
900297,Ayodele Adetula,Lokomotive Leipzig,Ailier,,,,,120,
1577418,Ayoub El Battioui,Atletico Astorga,Buteur,,,,,65,
724708,Ayoub El Fadani,Bethune,Milieu relayeur,,,,,90,
716017,Ayoub Goudani,Cieza,Ailier,,,,,90,
622512,Ayoub Tazouti,Merignac,Milieu offensif,,,,,59,
1826539,Azael Garcia,Racing de Ferrol,Ailier,,,,,69,plusieurs candidats
724536,Aziz Benachour,Freyming,Ailier,,,,,83,
772078,Baboucarr Gaye,KF Shkendija,Gardien,,,,,720,
724813,Bakary Niakate,Montreuil FC,Defenseur central,,,,,31,"nom seul, non confirme"
724519,Banfa Fofana,ASC Biesheim,Defenseur central,,,,,83,plusieurs candidats
823485,Baptiste Etcheverria,Concarneau,Lateral,28,FRA,5,,82,
1221334,Baptiste Gabard,Hauts Lyonnais,Milieu defensif,,,,,65,
724391,Baptiste Thiefin,Feignies Aulnoye,Milieu relayeur,,,,,90,
602468,Barto,Constancia,Ailier,,,,,96,
909604,Bastien Rempp,Les Herbiers,Gardien,,,,,90,
607318,Batissaninque Mendes,Dieppe,Defenseur central,,,,,90,plusieurs candidats
1410089,Beck-Ray Enoru,Tamworth,Ailier,,,,,89,
1203517,Ben Elliot,Reading,Milieu defensif,22,CMR,4,,66,"nom seul, non confirme"
704528,Ben Kebler,ZFC Meuselwitz,Defenseur central,,,,,90,
1286185,Ben Klefisch,Sportfreunde Lotte,Milieu relayeur,,,,,78,"nom seul, non confirme"
1139809,Ben Lederman,Maccabi Tel Aviv,Milieu defensif,25,POL,23,,276,
240538,Ben Mee,Sheffield United,Defenseur central,36,ENG,15,,90,
717166,Ben Milnes,Tamworth,Milieu offensif,34,ENG,8,,74,
662314,Ben Stevenson,Cheltenham Town,Milieu defensif,28,ENG,26,,90,
1609225,Ben Tompkins,Chelmsford,Defenseur central,,,,,90,
1207580,Ben Williams,Gateshead FC,Defenseur central,21,ENG,31,,74,plusieurs candidats
1666495,Ben Zidane,Drita,Milieu relayeur,,,,,137,plusieurs candidats
465834,Benedikt Landwehr,Sonnenhof Großaspach,Lateral,,,,,77,
492474,Benjaloud Youssouf,Sochaux,Lateral,31,COM,2,,75,"nom seul, non confirme"
914723,Benjamin Brélivet,Les Herbiers,Milieu relayeur,,,,,53,
919881,Benjamin Gomel,Sochaux,Ailier,27,FRA,7,,67,
641514,Benjamin Kingue,Canet Roussillon,Ailier,,,,,90,"nom seul, non confirme"
703969,Benjamin Reitz,Pirmasens,Gardien,,,,,120,"nom seul, non confirme"
461639,Benjamin Renaux,Bayeux,Buteur,,,,,179,
724710,Benoît Debuire,Bethune,Defenseur central,,,,,90,
703470,Berkay Isik,SV Hemelingen,Milieu relayeur,,,,,66,"nom seul, non confirme"
726948,Bernard Tekpetey,Ludogorets Razgrad,Ailier,28,GHA,37,,153,
581716,Bernardo Lopes,Lincoln Red Imps FC,Defenseur central,,,,,539,plusieurs candidats
1059658,Bernat Guiu,Virtus Entella,Buteur,24,ESP,11,,61,"nom seul, non confirme"
175845,Besart Ibraimi,KF Shkendija,Buteur,,,,,354,
1264641,Besnik Krasniqi,Drita,Lateral,,,,,720,plusieurs candidats
716263,Beñat Aldasoro,Valle de Egues,Defenseur central,,,,,90,"nom seul, non confirme"
724845,Billali Cissé,Bassin d'Arcachon,Ailier,,,,,75,plusieurs candidats
1804713,Bjarne Pfundheller,Lübeck,Milieu relayeur,,,,,90,
658796,Björn Rother,FC Gütersloh,Milieu defensif,,,,,90,
1114583,Blerim Krasniqi,Drita,Buteur,,,,,179,"nom seul, non confirme"
1284489,Blerton Sheji,Drita,Ailier,,,,,517,
1560019,Bob Nii Armah,KuPS,Lateral,22,GHA,24,,369,
916028,Bobby Johnson,Gainsborough,Milieu relayeur,,,,,113,plusieurs candidats
1669645,Bogdan Popov,Empoli,Buteur,18,UKR,77,,144,plusieurs candidats
704017,Boris Garros,Atletic Lleida,Ailier,,,,,64,
1323233,Borja Calvo,Eldense,Lateral,,,,,150,plusieurs candidats
639693,Borja Diaz,Guadalajara,Lateral,,,,,62,plusieurs candidats
716419,Borja Fernández,Puerto de Vega,Ailier,,,,,90,plusieurs candidats
716276,Borja Gómez,CD Roda,Milieu relayeur,,,,,90,plusieurs candidats
1782346,Borna Filipovic,Zrinjski Mostar,Milieu relayeur,,,,,123,plusieurs candidats
1786667,Boston Benjamin Billups,Eldense,Lateral,,,,,90,plusieurs candidats
1339830,Boubacar Dabo,Lincoln Red Imps FC,Buteur,,,,,433,"nom seul, non confirme"
913306,Boubacar Fofana,Sochaux,Ailier,27,FRA,12,,90,plusieurs candidats
724871,Brahim Batta,US Chauvigny,Ailier,,,,,73,
715236,Brais López,Negreira,Defenseur central,,,,,90,plusieurs candidats
1560409,Brando Moruzzi,Empoli,Lateral,,,,,162,
1446731,Brandon Powell,Blackburn Rovers,Milieu offensif,20,ENG,44,,69,plusieurs candidats
551970,Brendan Lebas,Les Herbiers,Ailier,,,,,90,
1079217,Breno,AD Fafe,Lateral,26,POR,15,,89,
658539,Bruno Felipe,Pafos FC,Lateral,,,,,564,plusieurs candidats
861642,Bruno Goda,Dinamo Zagreb,Lateral,27,CRO,3,,651,
1526176,Bruno Iribarne,Almeria,Gardien,,,,,90,
224466,Bruno Rodríguez,CD Roda,Defenseur central,,,,,45,plusieurs candidats
716279,Bryan Albert,CD Roda,Defenseur central,,,,,90,"nom seul, non confirme"
437492,Bryan Bernard,Feignies Aulnoye,Gardien,,,,,90,plusieurs candidats
716534,Busy,Inter de Valdemoro,Gardien,,,,,90,
1201534,Caden Kelly,South Shields,Ailier,,,,,61,plusieurs candidats
1118482,Cain Sykes,South Shields,Lateral,,,,,90,"nom seul, non confirme"
1208040,Caio,Ludogorets Razgrad,Ailier,,,,,839,"nom seul, non confirme"
867637,Calderon,Cartagena,Ailier,,,,,59,plusieurs candidats
1207954,Callum Doyle,Wrexham,Defenseur central,22,ENG,2,,454,plusieurs candidats
363328,Callum Howe,York City,Defenseur central,31,ENG,5,,90,
45690,Callum Reynolds,Boreham Wood,Defenseur central,,,,,163,plusieurs candidats
693138,Cameron Borthwick-Jackson,,Defenseur central,,,,,90,plusieurs candidats
1310115,Cameron Bragg,Southampton,Milieu relayeur,21,ENG,48,,332,
866667,Cameron Coxe,Boreham Wood,Lateral,27,WAL,2,,61,
688029,Cameron James,Maldon & Tiptree,Lateral,,,,,90,plusieurs candidats
715332,Cameron Ramirez,CD Sant Jordi,Lateral,,,,,90,plusieurs candidats
1576597,Camilo Durán,Qarabag FK,Buteur,24,COL,17,,755,"nom seul, non confirme"
1604084,Camilo Leiton,Utebo,Milieu relayeur,,,,,62,
487331,Can Karatas,BFC Dynamo,Ailier,,,,,82,"nom seul, non confirme"
1700855,Capi,Albacete,Milieu relayeur,19,ESP,26,,256,
1646517,Cardoso Varela,Dinamo Zagreb,Ailier,17,POR,23,,45,"nom seul, non confirme"
775537,Carel Eiting,Omonia Nicosia,Milieu defensif,28,NED,6,,219,
769346,Carlos Blanco,Sant Andreu,Defenseur central,,,,,120,plusieurs candidats
884390,Carlos Cordero,CD Extremadura,Defenseur central,,,,,90,plusieurs candidats
1536470,Carlos Daniel,AD Fafe,Ailier,24,BRA,77,,269,plusieurs candidats
477499,Carlos Gutierrez,Numancia,Defenseur central,,,,,90,plusieurs candidats
1842869,Carlos Navarro,Las Palmas,Defenseur central,,,,,79,plusieurs candidats
889544,Carlos Neva,Albacete,Defenseur central,29,ESP,21,,277,
1687111,Carlos Pascual,Real Avila,Defenseur central,,,,,118,"nom seul, non confirme"
1350553,Carlos Perez,Real Avila,Buteur,,,,,71,plusieurs candidats
715898,Carlos Peño,Inter de Valdemoro,Lateral,,,,,90,
715935,Carlos Santamera,CD Yuncos,Lateral,,,,,75,
1320048,Carmine Cretella,Audace Cerignola,Milieu relayeur,,,,,90,
1683723,Cathal McCarthy,Hull City,Defenseur central,19,IRL,58,,80,"nom seul, non confirme"
1108859,Cebrails Makreckis,Ferencvaros,Lateral,25,LVA,25,,937,"nom seul, non confirme"
933799,Cedwyn Scott,South Shields,Milieu offensif,,,,,90,plusieurs candidats
1254244,Cera,Guadalajara,Lateral,,,,,83,
715321,Cerdà,CD Sant Jordi,Buteur,,,,,90,"nom seul, non confirme"
1333230,Ces Cotos,Utebo,Milieu relayeur,,,,,90,
1585840,Cesar Alvarez,Tenerife,Lateral,,,,,90,plusieurs candidats
1839182,Chabo,CD Quintanar del Rey,Ailier,,,,,86,
112113,Charles Boateng,Avranches,Milieu defensif,36,GHA,8,,162,plusieurs candidats
724846,Charles Thione,Bassin d'Arcachon,Lateral,,,,,90,
1206267,Charlie O'Connell,Boreham Wood,Milieu relayeur,23,ENG,6,,180,
1004997,Chay Cooper,Braintree Town,Ailier,23,ENG,11,,90,plusieurs candidats
1515497,Cheick Doumbia,Le Puy,Lateral,21,FRA,12,,71,plusieurs candidats
1810284,Cheikh Koite,Bourg en Bresse Peronnas,Lateral,,,,,86,
1419854,Cheki,Toledo,Ailier,,,,,82,
1595984,Chinonso Chibueze,Stoke City,Ailier,,,,,90,
194523,Chris Bush,Boreham Wood,Defenseur central,,,,,180,"nom seul, non confirme"
678238,Chris Haigh,Chelmsford,Gardien,28,ENG,1,,90,
1300667,Christian Gomez,Toledo,Gardien,,,,,90,"nom seul, non confirme"
452721,Christian Meinert,FV Engers,Defenseur central,,,,,90,
704204,Christian Mistl,Sonnenhof Großaspach,Milieu defensif,,,,,70,
814898,Christian Rutjens,Lincoln Red Imps FC,Lateral,,,,,331,
555785,Christoph Maier,Lokomotive Leipzig,Buteur,,,,,65,plusieurs candidats
704529,Christoph Pauling,ZFC Meuselwitz,Buteur,,,,,61,
426603,Christophe Diedhiou,St Maur Lusitanos,Defenseur central,,,,,90,"nom seul, non confirme"
1204356,Christopher Conn-Clarke,Carlisle United,Milieu offensif,24,NIR,38,,64,"nom seul, non confirme"
724377,Christopher Graffin,FC Perigny,Milieu defensif,,,,,90,
866181,Chuca,Cartagena,Milieu defensif,,,,,69,
1669622,Chupe,Malaga,Buteur,21,ESP,9,,67,
717206,Chus Ruiz,La Union CF,Milieu defensif,,,,,90,plusieurs candidats
71602,Claudio Beauvue,AS Gosier,Ailier,,,,,90,
643283,Claudio Morra,LR Vicenza,Buteur,,,,,78,
949265,Clinton Antwi,KuPS,Lateral,26,GHA,25,,420,"nom seul, non confirme"
1437538,Clément Rodrigues,Le Puy,Ailier,25,FRA,9,,160,plusieurs candidats
724378,Clément Servant,FC Perigny,Defenseur central,,,,,90,
1078287,Clément Vidal,Grenoble,Defenseur central,25,FRA,5,,90,"nom seul, non confirme"
1663615,Colby Donovan,Celtic,Lateral,,,,,441,plusieurs candidats
1720299,Cole McGhee,Sheffield Wednesday,Defenseur central,,,,,270,"nom seul, non confirme"
704467,Colin Ulrich,Lübeck,Ailier,,,,,90,plusieurs candidats
1847184,Conor Haughey,Fleetwood Town,Defenseur central,,,,,90,
999087,Corentin Cal,Croix,Defenseur central,,,,,90,
724376,Corentin Courthés,FC Perigny,Defenseur central,,,,,81,
1421041,Corentin Michel,Chantilly US,Gardien,,,,,180,"nom seul, non confirme"
362661,Costinha,Torreense,Milieu offensif,33,POR,10,,167,"nom seul, non confirme"
610491,Courtney Senior,Maldon & Tiptree,Ailier,,,,,90,plusieurs candidats
847148,Cristhian Britos,Cieza,Milieu relayeur,,,,,180,"nom seul, non confirme"
716714,Cristian Rodríguez,CD Extremadura,Gardien,,,,,90,"nom seul, non confirme"
1082956,Cristo Romero,Real Murcia,Lateral,,,,,180,"nom seul, non confirme"
763228,Curtis Edwards,Gateshead FC,Milieu offensif,31,ENG,22,,61,"nom seul, non confirme"
888966,César Blackman,Slovan Bratislava,Lateral,27,PAN,28,,520,
1059437,César Moreno,Ourense,Milieu relayeur,,,,,59,plusieurs candidats
1077913,D'Mani Bughail-Mellor,,Buteur,,,,,299,
1335071,Damia Ramos,Constancia,Lateral,,,,,120,plusieurs candidats
1526685,Damian Schobert,SV Atlas Delmenhorst,Gardien,,,,,90,
917833,Damien Graves,Canet Roussillon,Gardien,,,,,90,"nom seul, non confirme"
1296656,Damir Kasabulat,Kairat Almaty,Milieu relayeur,,,,,399,
129294,Damir Muminovic,Breidablik,Defenseur central,35,ISL,44,,450,
389118,Damjan Vuklisevic,NK Celje,Defenseur central,30,SVN,3,,333,
797126,Damon Bansais,Avranches,Lateral,32,FRA,2,,135,
656559,Dan Leon Glazer,Kairat Almaty,Milieu defensif,29,ISR,18,,361,plusieurs candidats
447783,Dan Ojog,Torrent CF,Defenseur central,,,,,90,
1766338,Dani Bernabeu,Albacete,Lateral,,,,,201,"nom seul, non confirme"
1173650,Dani Bolt,Qarabag FK,Lateral,26,BRA,18,,90,
715963,Dani Caño,CD Yuncos,Milieu defensif,,,,,90,
1843147,Dani Jodar,CD Quintanar del Rey,Lateral,,,,,120,
716461,Dani Navarro,Los Garres,Gardien,,,,,90,plusieurs candidats
1313343,Dani Queipo,Sporting Gijon,Ailier,23,ESP,11,,66,"nom seul, non confirme"
1870462,Dani Vicente,Guadalajara,Gardien,,,,,90,plusieurs candidats
1427857,Daniel Adu-Adjei,Rijeka,Buteur,20,ENG,18,,527,plusieurs candidats
1122490,Daniel Albiar,Lorca Deportiva,Milieu defensif,,,,,90,
1813628,Daniel Albuera,Cordoba,Lateral,,,,,90,
150905,Daniel Aquino,UCAM Murcia,Buteur,,,,,80,plusieurs candidats
1072201,Daniel Ceinos,Atletico Astorga,Lateral,,,,,120,
968920,Daniel Dodds,South Shields,Milieu defensif,,,,,61,
644489,Daniel Glao,ASC Biesheim,Buteur,,,,,90,
1229071,Daniel Hausmann,FV Illertissen,Ailier,,,,,77,
703941,Daniel Hefele,SV Atlas Delmenhorst,Milieu relayeur,,,,,62,
1668571,Daniel Martin,SD Huesca,Gardien,20,ESP,30,,300,"nom seul, non confirme"
602249,Daniel Parra,,Gardien,,,,,90,"nom seul, non confirme"
500065,Daniel Perejón,Cartagena,Lateral,,,,,120,
1566266,Daniel Sancho,CD Estepona,Buteur,,,,,60,"nom seul, non confirme"
821663,Daniel Santafe,SD Logrones,Milieu defensif,,,,,61,
1451177,Daniel Tonoli,Modena,Defenseur central,22,ITA,77,,90,
951024,Daniel Vasulín,Sigma Olomouc,Buteur,27,CZE,15,,422,
1789403,Daniel Vost,Huddersfield Town,Milieu relayeur,,,,,179,
1270718,Danijel Sturm,NK Celje,Ailier,27,SVN,7,,891,"nom seul, non confirme"
1014972,Danny Elliott,,Buteur,,,,,120,plusieurs candidats
214426,Danny Ings,Sheffield United,Buteur,33,ENG,9,,56,
359348,Danny Newton,Brackley Town,Buteur,34,ENG,28,,90,
253633,Danny Whitehead,,Ailier,,,,,103,
1246713,Dany Jean,Torreense,Ailier,23,HAI,7,,224,"nom seul, non confirme"
630472,Danylo Ignatenko,Slovan Bratislava,Milieu defensif,28,UKR,77,,360,"nom seul, non confirme"
715862,Daouda Koné,Atletic Lleida,Defenseur central,,,,,90,"nom seul, non confirme"
1619293,Darko Hrka,NK Celje,Milieu defensif,26,SVN,4,,451,
674421,Darío Hidalgo,Cieza,Buteur,,,,,60,plusieurs candidats
1124992,Dassiémou Mai,Blois,Ailier,,,,,45,"nom seul, non confirme"
1684584,Dastan Satpaev,Kairat Almaty,Buteur,17,KAZ,9,,440,
1668543,David Abrangao,Greuther Fürth,Lateral,21,GER,40,,75,
89236,David Agudo,Ciudad Lucena,Buteur,,,,,58,
877681,David Ajiboye,Carlisle United,Ailier,27,ENG,7,,69,
716321,David Alcaraz,CD Azuaga,Lateral,,,,,83,"nom seul, non confirme"
882932,David Andujar,Ponferradina,Defenseur central,,,,,120,
1187507,David Astals,Sabadell,Lateral,,,,,90,
1086365,David Ballarin,CD Estepona,Lateral,,,,,90,
1118473,David Bosilj,Real Murcia,Buteur,23,SVN,23,,90,
191785,David Bruno,Torreense,Lateral,34,POR,22,,390,plusieurs candidats
1632786,David Carballo,Racing de Ferrol,Milieu relayeur,,,,,45,"nom seul, non confirme"
1326003,David Cuenca,CF Talavera de la Reina,Lateral,,,,,111,"nom seul, non confirme"
703593,David Eberhardt,FV Engers,Defenseur central,,,,,90,
304119,David Ferguson,Gateshead FC,Lateral,31,ENG,3,,90,"nom seul, non confirme"
500259,David García,UD Maracena,Gardien,,,,,90,plusieurs candidats
528873,David Goldar,Pafos FC,Defenseur central,31,ESP,5,,393,
952072,David Grözinger,Lokomotive Leipzig,Lateral,,,,,105,
1526839,David Guerrero,Cieza,Defenseur central,,,,,180,plusieurs candidats
1005783,David Longe-King,Chelmsford,Defenseur central,,,,,90,plusieurs candidats
52133,David Luiz,Pafos FC,Defenseur central,38,BRA,4,,543,plusieurs candidats
494616,David Luna,Toledo,Lateral,,,,,90,"nom seul, non confirme"
716378,David Maldonado,UD Maracena,Defenseur central,,,,,54,plusieurs candidats
1427154,David Marin,Utebo,Milieu defensif,,,,,62,plusieurs candidats
602244,David Marza,CD Roda,Milieu defensif,,,,,72,
1553410,David Munoz,Ourense,Buteur,,,,,192,plusieurs candidats
717213,David Márquez,La Union CF,Lateral,,,,,90,"nom seul, non confirme"
1578114,David Ogbonna,Sutton United,Ailier,,,,,90,
1809263,David Pfeil,ZFC Meuselwitz,Lateral,,,,,90,
640184,David Picón,Sant Just,Defenseur central,,,,,90,
562182,David Pinto Robador,CD Extremadura,Gardien,,,,,90,"nom seul, non confirme"
1187311,David Robson,Gainsborough,Gardien,,,,,120,plusieurs candidats
1088094,David Sanchez,SD Logrones,Ailier,,,,,78,"nom seul, non confirme"
643449,David Sualehe,FC Noah,Lateral,28,POR,33,,720,
1255847,David Tkác,Sigma Olomouc,Milieu offensif,23,CZE,24,,45,
1029359,David Vicente,Real Murcia,Lateral,,,,,90,plusieurs candidats
1874298,David Vinet,Vendee Fontenay Foot,Lateral,,,,,69,
1129200,David Winke,FC Gütersloh,Defenseur central,,,,,90,
638378,David Álvarez,Atletico Astorga,Milieu defensif,,,,,85,plusieurs candidats
716428,David Álvarez,Puerto de Vega,Buteur,,,,,59,plusieurs candidats
1802628,Davide Giannini,Pescara,Defenseur central,,,,,90,
841952,Davíd Ingvarsson,Breidablik,Ailier,26,ISL,18,,405,
644797,Daysam Ben Nasr,Blois,Milieu defensif,,,,,90,
628433,Dean Hannawald,SV Hemelingen,Lateral,,,,,90,
646626,Dejan Petrovic,Rijeka,Milieu defensif,28,SVN,8,,353,plusieurs candidats
665526,Denis Milic,Sportfreunde Lotte,Defenseur central,,,,,90,"nom seul, non confirme"
1617283,Denis Milic,FV Illertissen,Milieu offensif,,,,,128,"nom seul, non confirme"
1605814,Denis Pfaffenrot,Sandhausen,Ailier,20,GER,19,,63,
724673,Denis Zerouni,Merignac,Buteur,,,,,87,
848651,Dennis Krob,Pirmasens,Milieu offensif,,,,,77,
798069,Deroy Duarte,Ludogorets Razgrad,Milieu defensif,26,CPV,23,,781,plusieurs candidats
562801,Derrick Luckassen,Pafos FC,Defenseur central,30,GHA,23,,720,
1106952,Diego Fuoli,Sabadell,Gardien,,,,,90,
716373,Diego Guerrero,Navalcarnero,Ailier,,,,,72,plusieurs candidats
714234,Diego Llamazares,Atletico Astorga,Gardien,,,,,120,
1810489,Diego Lorenzo,Real Avila,Buteur,,,,,61,plusieurs candidats
1231098,Diego Moreno,Ponferradina,Lateral,,,,,86,plusieurs candidats
1324375,Diego Pineiro,Real Murcia,Gardien,,,,,180,"nom seul, non confirme"
501455,Diego Suarez,Utebo,Ailier,,,,,90,plusieurs candidats
1458013,Dieu-Merci Michel,Uniao de Leiria,Buteur,21,CAN,86,,77,"nom seul, non confirme"
622851,Dillon Morse,South Shields,Defenseur central,,,,,90,
1876903,Dimael Clichy,Bassin d'Arcachon,Ailier,,,,,21,
724566,Dimitri Edouard,AS Gosier,Gardien,,,,,90,"nom seul, non confirme"
1727377,Dimitrios Chatsidis,PAOK Thessaloniki,Ailier,19,GRE,52,,74,
703942,Dinand Gijsen,SV Atlas Delmenhorst,Milieu relayeur,,,,,83,
640279,Dinis Almeida,Ludogorets Razgrad,Defenseur central,,,,,808,plusieurs candidats
776663,Diogo Castro,AD Fafe,Lateral,29,POR,85,,270,"nom seul, non confirme"
1032270,Djessine Seba,Concarneau,Defenseur central,31,FRA,6,,65,
1842698,Djibril Gueye,Leganes,Defenseur central,,,,,180,plusieurs candidats
645638,Djibril Tahraoui,St Cyr Collonges au Mont d'Or,Lateral,,,,,90,
620122,Djordje Ivanovic,AEK Larnaca,Ailier,30,SRB,9,,505,plusieurs candidats
762496,Domantas Simkus,Hamrun Spartans,Ailier,,,,,67,
1691862,Domingo Pujante,Cieza,Buteur,,,,,174,
1254208,Dominic Ballard,Leyton Orient,Buteur,,,,,179,"nom seul, non confirme"
952007,Dominic Bernard,Weston Super Mare,Milieu defensif,,,,,71,"nom seul, non confirme"
1224723,Dominic Odusanya,Chelmsford,Milieu relayeur,,,,,90,
703482,Dominik Kruska,RSV Eintracht 1949,Lateral,,,,,90,
862024,Dominik Takác,Slovan Bratislava,Gardien,26,SVK,71,,450,
1701794,Dominik Thaqi,Rijeka,Milieu relayeur,19,CRO,25,,133,
1079809,Doni Arifi,KuPS,Milieu defensif,,,,,483,
1418093,Donnell McNeilly,Wycombe Wanderers,Buteur,19,ENG,24,,70,
580694,Dor Peretz,Maccabi Tel Aviv,Milieu offensif,30,ISR,42,,471,"nom seul, non confirme"
1254547,Dorian Chiotti,Blois,Gardien,,,,,90,
1174488,Drilon Islami,KF Shkendija,Milieu relayeur,25,KVX,5,,90,
513511,Driss Trichard,Bordeaux,Lateral,,,,,90,
1420209,Duarte Furtado,Farense,Lateral,,,,,90,"nom seul, non confirme"
75445,Duje Cop,Rijeka,Buteur,36,CRO,9,,45,
1383973,Duje Dujmovic,Zrinjski Mostar,Defenseur central,22,CRO,55,,720,
450722,Dylan Burke,SV Atlas Delmenhorst,Defenseur central,,,,,90,plusieurs candidats
1365252,Dylan Lobban,Aberdeen,Lateral,,,,,340,
1107403,Dylan Tavares,Sochaux,Lateral,29,CPV,3,,90,plusieurs candidats
816415,Dylan Williams,Maldon & Tiptree,Milieu relayeur,,,,,71,"nom seul, non confirme"
743716,Eboué Kouassi,Uniao de Leiria,Milieu defensif,28,CIV,8,,55,plusieurs candidats
189202,Ederson Bruno Domingos Eder,Hamrun Spartans,Milieu defensif,,,,,203,"nom seul, non confirme"
1457394,Edgar Alcaniz,Cartagena,Milieu relayeur,,,,,90,
1418028,Edgar Pujol,Racing de Ferrol,Defenseur central,,,,,90,
1402626,Edmilson Filho,Kairat Almaty,Buteur,,,,,366,"nom seul, non confirme"
886150,Edmond-Paris Maghoma,Norwich City,Milieu offensif,24,ENG,25,,125,"nom seul, non confirme"
1440966,Edoardo Saporiti,Empoli,Ailier,24,ITA,70,,80,
940447,Edoardo Vergani,Frosinone,Buteur,24,ITA,90,,90,
1344648,Edon Pruti,Sutton United,Defenseur central,23,ENG,14,,120,
277336,Edson Seidou,Le Puy,Defenseur central,,,,,174,
1335035,Edu Gallardo,CF Talavera de la Reina,Ailier,,,,,152,"nom seul, non confirme"
498199,Edu Luna,Cieza,Defenseur central,,,,,180,"nom seul, non confirme"
1729591,Eduard Heckmann,FV Illertissen,Lateral,,,,,197,
213514,Eduardo Sousa,Pontevedra,Gardien,,,,,90,plusieurs candidats
1005369,Edvin Kurtulus,Ludogorets Razgrad,Defenseur central,25,SWE,15,,98,"nom seul, non confirme"
1541926,Edward Cedeno,Las Palmas,Milieu relayeur,22,PAN,18,,90,"nom seul, non confirme"
1721551,Efe Ugiagbe,Cadiz,Ailier,21,NGA,7,,45,
581546,Egor Sorokin,Kairat Almaty,Defenseur central,30,RUS,80,,720,
307696,Egzon Bejtulai,Drita,Defenseur central,,,,,720,
880534,Ekain Zenitagoia,Real Murcia,Ailier,,,,,66,
